"EDUID";"Názov";"Ulica";"Obec";"Web stránka";"Druh";"Vyuč.jaz.";"Počet žiakov";"Poč. žiak. dual. vzd.";"Poč.ž.zo soc.znev.prost";"Počet ped.zam.";"Počet odb.zam.";"Počet neped.zam.";"Rozpočet v 2018";"Príspevok zo ŠR";"Dary";"Počet štud.odborov";"GPS1";"GPS2";"Typ zriaďovateľa"
"100000001";"Materská škola - Bratislava, Beskydská";"Beskydská 7";"81105 Bratislava-Staré Mesto";"";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"36";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,157427";"17,114898";"štátna"
"100000002";"Školská jedáleň pri MŠ - Bratislava, Beskydská";"Beskydská 7";"81105 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,157427";"17,114898";"štátna"
"100000005";"Centrum PPP a prevencie - Bratislava, Brnianska 47A/7834/47A";"Brnianska 47A/7834/47A";"81104 Bratislava-Staré Mesto";"";"Centrum ped-psych. por. a prev";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"0,0";"13,5";"1,5";"334 807 €";"315 751 €";"0 €";"údaj nedostupný";"48,163800";"17,087550";"štátna"
"100000006";"Školská jedáleň pri MŠ - Bratislava, Búdková";"Búdková 21";"81104 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,154985";"17,089085";"štátna"
"100000007";"Materská škola - Bratislava, Búdková";"Búdková 21";"81104 Bratislava-Staré Mesto";"www.msbudkova.webnode.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"53";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,154985";"17,089085";"štátna"
"100000008";"EP-CVČ - Bratislava, Búdková";"Búdková 21";"81103 Bratislava-Staré Mesto";"";"Centrum voľného času";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"5,7";"0,0";"4,3";"653 €";"0 €";"0 €";"údaj nedostupný";"48,154985";"17,089085";"štátna"
"100000012";"MŠi pri ZŠ deti so  SP - Bratislava, Drotárska c.";"Drotárska cesta 48";"81104 Bratislava-Staré Mesto";"";"ŠMŠ pre sluchovo postihn.int.";"Slovenský";"33";"údaj nedostupný";"údaj nedostupný";"16,0";"0,0";"18,6";"1 135 300 €";"1 074 060 €";"0 €";"údaj nedostupný";"48,157203";"17,082795";"štátna"
"100000013";"ZŠ s MŠi so SP - Bratislava, Drotárska c.";"Drotárska cesta 48";"81104 Bratislava-Staré Mesto";"";"ZŠ pre sluchovo postihnutých i";"Slovenský";"80";"údaj nedostupný";"údaj nedostupný";"18,1";"1,0";"5,1";"1 135 300 €";"1 074 060 €";"0 €";"údaj nedostupný";"48,157203";"17,082795";"štátna"
"100000014";"ŠKD - ZŠi s MŠ žiak. SP - Bratislava, Drotárska c.";"Drotárska cesta 48";"81104 Bratislava-Staré Mesto";"";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"16,0";"0,0";"18,6";"1 135 300 €";"1 074 060 €";"0 €";"údaj nedostupný";"48,157203";"17,082795";"štátna"
"100000015";"Internát - ZŠi žiak. SP - Bratislava, Drotárska c.";"Drotárska cesta 48";"81104 Bratislava-Staré Mesto";"";"Školský internát pri ŠpŠ";"Nesleduje sa";"56";"údaj nedostupný";"údaj nedostupný";"16,0";"0,0";"18,6";"1 135 300 €";"1 074 060 €";"0 €";"údaj nedostupný";"48,157203";"17,082795";"štátna"
"100000016";"ŠJ - ZŠi s MŠ žiak. SP - Bratislava, Drotárska c.";"Drotárska cesta 48";"81104 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri ŠI";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"16,0";"0,0";"18,6";"1 135 300 €";"1 074 060 €";"0 €";"údaj nedostupný";"48,157203";"17,082795";"štátna"
"100000018";"EP-ZUŠ - Bratislava, Dubová";"Dubová 1";"81104 Bratislava-Staré Mesto";"";"Základná umelecká škola";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"32,7";"0,0";"4,6";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"48,164712";"17,081915";"štátna"
"100000022";"ZŠ s VJM - Bratislava, Dunajská";"Dunajská 13";"81484 Bratislava-Staré Mesto";"www.mtag.sk";"Základná škola";"Maďarský";"237";"údaj nedostupný";"údaj nedostupný";"31,4";"0,2";"11,5";"768 083 €";"747 665 €";"0 €";"údaj nedostupný";"48,145137";"17,116922";"štátna"
"100000023";"EP-ZUŠ - Bratislava, Dunajská";"Dunajská 13";"81484 Bratislava-Staré Mesto";"";"Základná umelecká škola";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"44,4";"0,0";"5,9";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"48,145137";"17,116922";"štátna"
"100000024";"Gym. s VJM - Bratislava, Dunajská";"Dunajská 13";"81484 Bratislava-Staré Mesto";"www.mtag.sk";"Gymnázium";"Maďarský";"146";"údaj nedostupný";"0";"31,4";"0,2";"11,5";"768 083 €";"747 665 €";"0 €";"1";"48,145137";"17,116922";"štátna"
"100000025";"ŠKD pri ZŠ - Bratislava, Dunajská";"Dunajská 13";"81484 Bratislava-Staré Mesto";"www.mtag.sk";"Školský klub detí";"Maďarský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"3,8";"0,0";"8,6";"768 083 €";"747 665 €";"0 €";"údaj nedostupný";"48,145137";"17,116922";"štátna"
"100000026";"Školská jedáleň pri Gym - Bratislava, Dunajská";"Dunajská 13";"81484 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri SŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"3,8";"0,0";"8,6";"768 083 €";"747 665 €";"0 €";"údaj nedostupný";"48,145137";"17,116922";"štátna"
"100000027";"SPŠ strojnícka - Bratislava, Fajnorovo nábrežie";"Fajnorovo nábrežie 5";"81475 Bratislava-Staré Mesto";"www.fajnorka.sk";"Stredná priemyselná škola";"Slovenský";"229";"údaj nedostupný";"údaj nedostupný";"23,6";"0,0";"8,1";"760 816 €";"608 381 €";"0 €";"3";"48,140136";"17,114640";"štátna"
"100000028";"Materská škola - Bratislava, Ferienčíkova";"Ferienčíkova 12";"81108 Bratislava-Staré Mesto";"www.staremesto.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"38";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,146716";"17,120530";"štátna"
"100000030";"Školská jedáleň pri MŠ - Bratislava, Ferienčíkova";"Ferienčíkova 12";"81108 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,146716";"17,120530";"štátna"
"100000035";"Tanečné  konz. - Bratislava, Gorazdova";"Gorazdova 20";"81104 Bratislava-Staré Mesto";"www.tankonba.sk";"Tanečné konzervatórium";"Slovenský";"147";"údaj nedostupný";"údaj nedostupný";"30,9";"0,0";"12,3";"780 923 €";"776 531 €";"0 €";"1";"48,159606";"17,096487";"štátna"
"100000036";"Školská jedáleň pri kon - Bratislava, Gorazdova";"Gorazdova 20";"81104 Bratislava-Staré Mesto";"www.tankonba.sk";"Škol. jedáleň/výdaj. ŠJ pri ŠI";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"1,0";"0,0";"7,7";"780 923 €";"776 531 €";"0 €";"údaj nedostupný";"48,159606";"17,096487";"štátna"
"100000037";"Materská škola - Bratislava, Gorazdova";"Gorazdova 6";"81104 Bratislava-Staré Mesto";"www.gorazdova.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"110";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,158259";"17,098407";"štátna"
"100000038";"Školská jedáleň pri MŠ - Bratislava, Gorazdova";"Gorazdova 6";"81104 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,158259";"17,098407";"štátna"
"100000041";"Gym. - Bratislava, Grösslingová";"Grösslingová 18";"81109 Bratislava-Staré Mesto";"www.gamca.sk";"Gymnázium";"Slovenský";"638";"údaj nedostupný";"údaj nedostupný";"44,9";"1,0";"15,2";"1 282 880 €";"1 151 840 €";"3 817 €";"3";"48,144102";"17,116185";"štátna"
"100000042";"ŠKD pri ZŠ - Bratislava, Grösslingová";"Grösslingová 48";"81109 Bratislava-Staré Mesto";"www.zsgrosba.edu.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"15,6";"0,0";"6,7";"680 627 €";"641 774 €";"6 116 €";"údaj nedostupný";"48,145188";"17,121312";"štátna"
"100000043";"Materská škola pri ZŠ - Bratislava, Grösslingová";"Grösslingová 48";"81109 Bratislava-Staré Mesto";"www.zsgrosslingova.sk";"MŠ pri základnej škole";"Slovenský";"82";"údaj nedostupný";"údaj nedostupný";"15,6";"0,0";"6,7";"680 627 €";"641 774 €";"6 116 €";"údaj nedostupný";"48,145188";"17,121312";"štátna"
"100000044";"Školská jedáleň pri ZŠ - Bratislava, Grösslingová";"Grösslingová 48";"81109 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"15,6";"0,0";"6,7";"680 627 €";"641 774 €";"6 116 €";"údaj nedostupný";"48,145188";"17,121312";"štátna"
"100000045";"ZŠ s MŠ - Bratislava, Grösslingová";"Grösslingová 48";"81109 Bratislava-Staré Mesto";"www.zsgrosslingova.sk";"Základná škola";"Slovenský";"441";"údaj nedostupný";"0";"28,5";"0,0";"8,3";"680 627 €";"641 774 €";"6 116 €";"údaj nedostupný";"48,145188";"17,121312";"štátna"
"100000046";"Materská škola - Bratislava, Heydukova";"Heydukova 25";"81102 Bratislava-Staré Mesto";"www.staremesto.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"54";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,147777";"17,113454";"štátna"
"100000047";"Výdajná ŠJ pri MŠ - Bratislava, Heydukova";"Heydukova 25";"81102 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,142746";"17,113189";"štátna"
"100000048";"ZŠ - Bratislava, Hlboká c.";"Hlboká cesta 4";"81104 Bratislava-Staré Mesto";"www.zshlboka.edupage.org";"Základná škola";"Slovenský";"369";"údaj nedostupný";"0";"23,0";"0,5";"4,8";"574 607 €";"557 788 €";"0 €";"údaj nedostupný";"48,155799";"17,102988";"štátna"
"100000049";"ŠKD pri ZŠ - Bratislava, Hlboká c.";"Hlboká cesta 4";"81104 Bratislava-Staré Mesto";"www.zshlboka.wz.cz";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"6,7";"0,0";"4,0";"574 607 €";"557 788 €";"0 €";"údaj nedostupný";"48,155799";"17,102988";"štátna"
"100000050";"Školská jedáleň pri ZŠ - Bratislava, Hlboká c.";"Hlboká cesta 4";"81104 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"6,7";"0,0";"4,0";"574 607 €";"557 788 €";"0 €";"údaj nedostupný";"48,155799";"17,102988";"štátna"
"100000051";"Školská jedáleň pri MŠ - Bratislava, Javorinská";"Javorinská 9";"81107 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,148718";"17,091734";"štátna"
"100000052";"Materská škola - Bratislava, Javorinská";"Javorinská 9";"81107 Bratislava-Staré Mesto";"www.staremesto.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"83";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,148718";"17,091734";"štátna"
"100000053";"Školská jedáleň pri ZŠ - Bratislava, Jelenia";"Jelenia 16";"81105 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"5,1";"0,0";"3,8";"793 621 €";"772 921 €";"0 €";"údaj nedostupný";"48,157674";"17,111743";"štátna"
"100000054";"ŠKD pri ZŠ - Bratislava, Jelenia";"Jelenia 16";"81105 Bratislava-Staré Mesto";"www.zsjeleniaba.edu.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"5,1";"0,0";"3,8";"793 621 €";"772 921 €";"0 €";"údaj nedostupný";"48,157674";"17,111743";"štátna"
"100000055";"ZŠ - Bratislava, Jelenia";"Jelenia 16";"81105 Bratislava-Staré Mesto";"www.zsjeleniaba.edu.sk";"Základná škola";"Slovenský";"304";"údaj nedostupný";"1";"29,9";"1,0";"5,0";"793 621 €";"772 921 €";"0 €";"údaj nedostupný";"48,157674";"17,111743";"štátna"
"100000064";"EP-CVČ - Bratislava, Karadžičova";"Karadžičova 51";"81107 Bratislava-Staré Mesto";"";"Centrum voľného času";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"5,7";"0,0";"4,3";"653 €";"0 €";"0 €";"údaj nedostupný";"48,154315";"17,125142";"štátna"
"100000065";"Školská jedáleň pri MŠ - Bratislava, Karadžičova";"Karadžičova 51";"81107 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,154315";"17,125142";"štátna"
"100000066";"Materská škola - Bratislava, Karadžičova";"Karadžičova 51";"81107 Bratislava-Staré Mesto";"www.staremesto.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"82";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,154315";"17,125142";"štátna"
"100000067";"Centrum ŠPP ŠZŠ - Bratislava, Karpatská";"Karpatská 1";"81105 Bratislava-Staré Mesto";"www.szskarpatska.sk";"Centrum špec.-pedag. poraden.";"Nesleduje sa";"595";"údaj nedostupný";"údaj nedostupný";"17,7";"6,6";"3,3";"1 078 300 €";"987 823 €";"819 €";"údaj nedostupný";"48,157574";"17,113374";"štátna"
"100000068";"ŠKD pri ŠZŠ s MŠ - Bratislava, Karpatská";"Karpatská 1";"81105 Bratislava-Staré Mesto";"www.szskarpatska.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"17,7";"6,6";"3,3";"1 078 300 €";"987 823 €";"819 €";"údaj nedostupný";"48,157574";"17,113374";"štátna"
"100000069";"Špec. ZŠ s MŠ - Bratislava, Karpatská";"Karpatská 1";"81105 Bratislava-Staré Mesto";"www.karpatska.eu";"Špeciálna základná škola";"Slovenský";"79";"údaj nedostupný";"údaj nedostupný";"25,0";"0,0";"5,3";"1 078 300 €";"987 823 €";"819 €";"údaj nedostupný";"48,157574";"17,113374";"štátna"
"100000072";"Materská škola - Bratislava, Kuzmányho";"Kuzmányho 9";"81106 Bratislava-Staré Mesto";"www.mskuzmanyho.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"59";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,149782";"17,103665";"štátna"
"100000073";"Školská jedáleň pri MŠ - Bratislava, Kuzmányho";"Kuzmányho 9";"81106 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,149782";"17,103665";"štátna"
"100000074";"Základná umelecká škola - Bratislava, Laurinská";"Laurinská 20";"81101 Bratislava-Staré Mesto";"";"Základná umelecká škola";"Slovenský";"668";"údaj nedostupný";"údaj nedostupný";"32,7";"0,0";"4,6";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"48,142616";"17,111679";"štátna"
"100000075";"Materská škola - Bratislava, Malá";"Malá 6";"81102 Bratislava-Staré Mesto";"www.staremesto.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"34";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,146758";"17,078718";"štátna"
"100000076";"Školská jedáleň pri MŠ - Bratislava, Malá";"Malá 6";"81102 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,146758";"17,078718";"štátna"
"100000079";"EP-Špec. MŠ - Bratislava, Mišíkova";"Mišíkova 19";"81106 Bratislava-Staré Mesto";"www.karpatska.eu";"Špeciálna materská škola";"Slovenský";"54";"údaj nedostupný";"údaj nedostupný";"17,7";"6,6";"3,3";"1 078 300 €";"987 823 €";"819 €";"údaj nedostupný";"48,151160";"17,100104";"štátna"
"100000080";"Školská jedáleň pri ZŠ - Bratislava, Mudroňova";"Mudroňova 83";"81103 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"10,5";"0,0";"7,4";"803 530 €";"768 715 €";"0 €";"údaj nedostupný";"48,150357";"17,090422";"štátna"
"100000081";"ŠKD pri ZŠ - Bratislava, Mudroňova";"Mudroňova 83";"81103 Bratislava-Staré Mesto";"www.mudronka.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"10,5";"0,0";"7,4";"803 530 €";"768 715 €";"0 €";"údaj nedostupný";"48,150357";"17,090422";"štátna"
"100000083";"ZŠ - Bratislava, Mudroňova";"Mudroňova 83";"81103 Bratislava-Staré Mesto";"www.mudronka.sk";"Základná škola";"Slovenský";"530";"údaj nedostupný";"0";"21,2";"1,0";"7,1";"803 530 €";"768 715 €";"0 €";"údaj nedostupný";"48,150357";"17,090422";"štátna"
"100000084";"EP-ZUŠ - Bratislava, Mudroňova";"Mudroňova 83";"81103 Bratislava-Staré Mesto";"";"Základná umelecká škola";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"44,4";"0,0";"5,9";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"48,150357";"17,090422";"štátna"
"100000087";"Materská škola - Bratislava, Myjavská";"Myjavská 22";"81103 Bratislava-Staré Mesto";"www.staremesto.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"32";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,149850";"17,091537";"štátna"
"100000088";"Školská jedáleň pri MŠ - Bratislava, Myjavská";"Myjavská 22";"81103 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,149850";"17,091537";"štátna"
"100000099";"Jazyková škola - Bratislava, Palisády";"Palisády 38";"81106 Bratislava-Staré Mesto";"www.1sjs.sk";"Jazyková škola";"Slovenský";"3 319";"údaj nedostupný";"údaj nedostupný";"40,0";"0,0";"24,0";"697 813 €";"0 €";"0 €";"údaj nedostupný";"48,148884";"17,104245";"štátna"
"100000109";"Základná umelecká škola - Bratislava, Panenská";"Panenská 11";"81103 Bratislava-Staré Mesto";"";"Základná umelecká škola";"Slovenský";"705";"údaj nedostupný";"údaj nedostupný";"44,4";"0,0";"5,9";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"48,147796";"17,102976";"štátna"
"100000111";"EP-ZŠ - Bratislava, Podjavorinskej";"Podjavorinskej 1";"81101 Bratislava-Staré Mesto";"";"Základná škola";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"25,9";"2,0";"9,3";"649 644 €";"611 669 €";"2 000 €";"údaj nedostupný";"48,145242";"17,100667";"štátna"
"100000112";"ŠJ pri ZŠ M.Hodžu - Bratislava, Podjavorinskej";"Podjavorinskej 1";"81103 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"11,7";"0,0";"9,2";"649 644 €";"611 669 €";"2 000 €";"údaj nedostupný";"48,145838";"17,100743";"štátna"
"100000113";"EP-MŠ pri ZŠ - Bratislava, Podjavorinskej";"Podjavorinskej 1";"81101 Bratislava-Staré Mesto";"www.zsmh.sk";"MŠ pri základnej škole";"Slovenský";"30";"údaj nedostupný";"údaj nedostupný";"11,7";"0,0";"9,2";"649 644 €";"611 669 €";"2 000 €";"údaj nedostupný";"48,145048";"17,099173";"štátna"
"100000115";"Základná umelecká škola - Bratislava, Radlinského";"Radlinského 53";"81107 Bratislava-Staré Mesto";"";"Základná umelecká škola";"Slovenský";"200";"údaj nedostupný";"údaj nedostupný";"3,5";"0,0";"3,3";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"48,146889";"17,101589";"štátna"
"100000118";"ZŠ s MŠ Milana Hodžu - Bratislava, Škarniclova";"Škarniclova 1";"81101 Bratislava-Staré Mesto";"www.zsmh.sk";"Základná škola";"Slovenský";"426";"údaj nedostupný";"0";"25,9";"2,0";"9,3";"649 644 €";"611 669 €";"2 000 €";"údaj nedostupný";"48,145048";"17,099173";"štátna"
"100000119";"ŠKD pri ZŠ M.Hodžu - Bratislava, Škarniclova";"Škarniclova 1";"81101 Bratislava-Staré Mesto";"www.zsmh.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"11,7";"0,0";"9,2";"649 644 €";"611 669 €";"2 000 €";"údaj nedostupný";"48,145048";"17,099173";"štátna"
"100000120";"ŠJ pri ZŠ M.Hodžu - Bratislava, Škarniclova";"Škarniclova 1";"81101 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"11,7";"0,0";"9,2";"649 644 €";"611 669 €";"2 000 €";"údaj nedostupný";"48,145048";"17,099173";"štátna"
"100000121";"Školská jedáleň pri MŠ - Bratislava, Špitálska";"Špitálska 49";"81108 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,148895";"17,116668";"štátna"
"100000122";"Materská škola - Bratislava, Špitálska";"Špitálska 49";"81108 Bratislava-Staré Mesto";"www.staremesto.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"38";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,148895";"17,116668";"štátna"
"100000123";"EP-CVČ - Bratislava, Špitálska";"Špitálska 49";"81108 Bratislava-Staré Mesto";"";"Centrum voľného času";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"5,7";"0,0";"4,3";"653 €";"0 €";"0 €";"údaj nedostupný";"48,148895";"17,116668";"štátna"
"100000127";"Centrum voľného času - Bratislava, Štefánikova";"Štefánikova 35";"81104 Bratislava-Staré Mesto";"www.mojvolnycas.eu";"Centrum voľného času";"Nesleduje sa";"603";"údaj nedostupný";"údaj nedostupný";"5,7";"0,0";"4,3";"653 €";"0 €";"0 €";"údaj nedostupný";"48,153281";"17,106338";"štátna"
"100000128";"EP-CVČ - Bratislava, Štefánikova";"Štefánikova 39";"81104 Bratislava-Staré Mesto";"";"Centrum voľného času";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"5,7";"0,0";"4,3";"653 €";"0 €";"0 €";"údaj nedostupný";"48,153693";"17,106182";"štátna"
"100000129";"EP-CVČ - Bratislava, Šulekov";"Šulekov 35";"81103 Bratislava-Staré Mesto";"";"Centrum voľného času";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"5,7";"0,0";"4,3";"653 €";"0 €";"0 €";"údaj nedostupný";"48,151934";"17,092663";"štátna"
"100000130";"Materská škola - Bratislava, Šulekova";"Šulekova 35";"81103 Bratislava-Staré Mesto";"www.rzmssulekova.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"116";"údaj nedostupný";"údaj nedostupný";"12,1";"0,0";"5,9";"6 892 €";"0 €";"0 €";"údaj nedostupný";"48,151934";"17,092663";"štátna"
"100000131";"Školská jedáleň pri MŠ - Bratislava, Šulekova";"Šulekova 35";"81103 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"12,1";"0,0";"5,9";"6 892 €";"0 €";"0 €";"údaj nedostupný";"48,151934";"17,092663";"štátna"
"100000132";"Materská škola - Bratislava, Tabaková";"Tabaková 10";"81107 Bratislava-Staré Mesto";"www.mstabakova.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"62";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,156265";"17,116584";"štátna"
"100000133";"Školská jedáleň pri MŠ - Bratislava, Tabaková";"Tabaková 10";"81107 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,156265";"17,116584";"štátna"
