"EDUID";"Názov";"Ulica";"Obec";"Web stránka";"Druh";"Vyuč.jaz.";"Počet žiakov";"Poč. žiak. dual. vzd.";"Poč.ž.zo soc.znev.prost";"Počet ped.zam.";"Počet odb.zam.";"Počet neped.zam.";"Rozpočet v 2018";"Príspevok zo ŠR";"Dary";"Počet štud.odborov";"GPS1";"GPS2";"Typ zriaďovateľa"
"100000839";"ŠKD pri ZŠ - Bratislava, Černyševského";"Černyševského 8";"85101 Bratislava-Petržalka";"www.zscerba.edu.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"7,8";"0,0";"9,0";"712 890 €";"691 595 €";"0 €";"údaj nedostupný";"48,129074";"17,109517";"štátna"
"100000840";"ZUŠ Františka Oswalda - Bratislava, Daliborovo nám.";"Daliborovo námestie 2";"85101 Bratislava-Petržalka";"";"Základná umelecká škola";"Slovenský";"726";"údaj nedostupný";"údaj nedostupný";"36,6";"0,0";"5,0";"1 088 €";"0 €";"0 €";"údaj nedostupný";"48,128177";"17,099764";"štátna"
"100000841";"Školská jedáleň pri ZŠ - Bratislava, Dudova";"Dudova 2";"85102 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"11,0";"0,0";"8,8";"809 855 €";"779 894 €";"0 €";"údaj nedostupný";"48,115115";"17,118438";"štátna"
"100000842";"ZŠ - Bratislava, Dudova";"Dudova 2";"85102 Bratislava-Petržalka";"www.zsdudova.sk";"Základná škola";"Slovenský";"534";"údaj nedostupný";"0";"34,6";"2,9";"8,7";"809 855 €";"779 894 €";"0 €";"údaj nedostupný";"48,115115";"17,118438";"štátna"
"100000843";"ŠKD pri ZŠ - Bratislava, Dudova";"Dudova 2";"85102 Bratislava-Petržalka";"www.zsdudova.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"11,0";"0,0";"8,8";"809 855 €";"779 894 €";"0 €";"údaj nedostupný";"48,115115";"17,118438";"štátna"
"100000844";"OA - Bratislava, Dudova";"Dudova 4";"85102 Bratislava-Petržalka";"www.oadudova.sk";"Obchodná akadémia";"Slovenský";"236";"3";"údaj nedostupný";"22,4";"0,0";"8,7";"813 324 €";"726 527 €";"10 526 €";"2";"48,115487";"17,119511";"štátna"
"100000846";"Gym. A. Einsteina - Bratislava, Einsteinova";"Einsteinova 35";"85203 Bratislava-Petržalka";"www.einsteinova.sk";"Gymnázium";"Slovenský a Ruský bil.";"456";"údaj nedostupný";"údaj nedostupný";"31,7";"0,0";"10,4";"939 009 €";"859 653 €";"0 €";"2";"48,131057";"17,111099";"štátna"
"100000847";"Školská jedáleň pri Gym - Bratislava, Einsteinova";"Einsteinova 35";"85101 Bratislava-Petržalka";"www.einsteinova.sk";"Škol. jedáleň/výdaj. ŠJ pri SŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"0,0";"0,0";"3,1";"939 009 €";"859 653 €";"0 €";"údaj nedostupný";"48,131057";"17,111099";"štátna"
"100000848";"SOŠ - Bratislava, Farského";"Farského 9";"85101 Bratislava-Petržalka";"www.farskeho.sk";"Stredná odborná škola";"Slovenský";"391";"16";"údaj nedostupný";"38,1";"0,0";"11,9";"1 377 890 €";"1 136 630 €";"0 €";"10";"48,127190";"17,111743";"štátna"
"100000856";"ZŠ - Bratislava, Gessayova";"Gessayova 2";"85103 Bratislava-Petržalka";"www.zsgessayova.edupage.org";"Základná škola";"Slovenský";"496";"údaj nedostupný";"0";"28,0";"1,9";"6,2";"681 211 €";"654 626 €";"300 €";"údaj nedostupný";"48,120121";"17,115970";"štátna"
"100000857";"Školská jedáleň pri ZŠ - Bratislava, Gessayova";"Gessayova 2";"85103 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"8,4";"0,0";"9,1";"681 211 €";"654 626 €";"300 €";"údaj nedostupný";"48,120121";"17,115970";"štátna"
"100000858";"ŠKD pri ZŠ - Bratislava, Gessayova";"Gessayova 2";"85103 Bratislava-Petržalka";"www.zsgessayova.szm.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"8,4";"0,0";"9,1";"681 211 €";"654 626 €";"300 €";"údaj nedostupný";"48,120121";"17,115970";"štátna"
"100000860";"Materská škola - Bratislava, Gessayova";"Gessayova 31";"85103 Bratislava-Petržalka";"www.msgessayova31.webnode.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"96";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,119933";"17,112669";"štátna"
"100000861";"Školská jedáleň pri MŠ - Bratislava, Gessayova";"Gessayova 31";"85103 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,119933";"17,112669";"štátna"
"100000862";"Centrum voľného času - Bratislava, Gessayova";"Gessayova 6";"85103 Bratislava-Petržalka";"www.cvcgesba.edu.sk";"Centrum voľného času";"Nesleduje sa";"430";"údaj nedostupný";"údaj nedostupný";"4,3";"0,0";"4,7";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"48,121025";"17,113805";"štátna"
"100000863";"EP-ZUŠ - Bratislava, Gessayova";"Gessayova 8";"85103 Bratislava-Petržalka";"www.zuspetrzalka.sk";"Základná umelecká škola";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"36,6";"0,0";"5,0";"1 088 €";"0 €";"0 €";"údaj nedostupný";"48,120937";"17,113740";"štátna"
"100000865";"Školská jedáleň pri MŠ - Bratislava, Haanova";"Haanova 9";"85104 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,121720";"17,122496";"štátna"
"100000866";"Materská škola - Bratislava, Haanova";"Haanova 9";"85104 Bratislava-Petržalka";"www.mshaanova.webnode.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"96";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,121720";"17,122496";"štátna"
"100000870";"SPŠ elektrotechnická - Bratislava, Hálova";"Hálova 16";"85101 Bratislava-Petržalka";"www.spsehalova.sk";"Stredná priemyselná škola";"Slovenský";"505";"údaj nedostupný";"údaj nedostupný";"32,3";"0,0";"11,0";"1 088 220 €";"933 716 €";"14 650 €";"2";"48,120960";"17,104640";"štátna"
"100000873";"Materská škola - Bratislava, Holíčska";"Holíčska 30";"85105 Bratislava-Petržalka";"www.msholicska.webnode.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"111";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,110031";"17,103563";"štátna"
"100000874";"Školská jedáleň pri MŠ - Bratislava, Holíčska";"Holíčska 30";"85105 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,110031";"17,103563";"štátna"
"100000875";"Materská škola - Bratislava, Holíčska";"Holíčska 50";"85105 Bratislava-Petržalka";"www.msholicska50.com";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"42";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,108954";"17,102602";"štátna"
"100000876";"ZŠ - Bratislava, Holíčska";"Holíčska 50";"85105 Bratislava-Petržalka";"www.zsholicska.sk";"Základná škola";"Slovenský";"357";"údaj nedostupný";"0";"25,1";"1,2";"9,0";"740 315 €";"703 671 €";"0 €";"údaj nedostupný";"48,108954";"17,102602";"štátna"
"100000877";"CVČ ako súčasť ZŠ - Bratislava, Holíčska";"Holíčska 50";"85103 Bratislava-Petržalka";"";"Centrum voľného času";"Nesleduje sa";"117";"údaj nedostupný";"údaj nedostupný";"5,5";"0,0";"9,7";"740 315 €";"703 671 €";"0 €";"údaj nedostupný";"48,108954";"17,102602";"štátna"
"100000878";"ŠKD pri ZŠ - Bratislava, Holíčska";"Holíčska 50";"85105 Bratislava-Petržalka";"www.zsholicska.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"5,5";"0,0";"9,7";"740 315 €";"703 671 €";"0 €";"údaj nedostupný";"48,108954";"17,102602";"štátna"
"100000879";"Školská jedáleň pri ZŠ - Bratislava, Holíčska";"Holíčska 50";"85105 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"5,5";"0,0";"9,7";"740 315 €";"703 671 €";"0 €";"údaj nedostupný";"48,108954";"17,102602";"štátna"
"100000880";"OA - Bratislava, Hrobákova";"Hrobákova 11";"85102 Bratislava-Petržalka";"www.oaikba.sk";"Obchodná akadémia";"Slovenský a Nemecký bil.";"373";"údaj nedostupný";"údaj nedostupný";"35,7";"0,0";"11,0";"1 000 090 €";"905 710 €";"0 €";"2";"48,117163";"17,118781";"štátna"
"100000883";"EP-CVČ - Bratislava, Hrobákova";"Hrobákova 5";"85102 Bratislava-Petržalka";"";"Centrum voľného času";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"4,3";"0,0";"4,7";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"48,118339";"17,117044";"štátna"
"100000884";"Materská škola - Bratislava, Iľjušinova";"Iľjušinova 1";"85101 Bratislava-Petržalka";"www.primaskolka.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"153";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,115571";"17,105391";"štátna"
"100000885";"Školská jedáleň pri MŠ - Bratislava, Iľjušinova";"Iľjušinova 1";"85101 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,115571";"17,105391";"štátna"
"100000886";"Materská škola - Bratislava, Jankolova";"Jankolova 8";"85104 Bratislava-Petržalka";"www.msjankolova.eu";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"96";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,120634";"17,127477";"štátna"
"100000887";"Školská jedáleň pri MŠ - Bratislava, Jankolova";"Jankolova 8";"85104 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,120634";"17,127477";"štátna"
"100000895";"ŠKD pri ZŠ - Bratislava, Lachova";"Lachova 1";"85103 Bratislava-Petržalka";"";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"8,4";"0,0";"7,0";"694 894 €";"678 825 €";"1 000 €";"údaj nedostupný";"48,123194";"17,118373";"štátna"
"100000896";"Školská jedáleň pri ZŠ - Bratislava, Lachova";"Lachova 1";"85103 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"8,4";"0,0";"7,0";"694 894 €";"678 825 €";"1 000 €";"údaj nedostupný";"48,123194";"17,118373";"štátna"
"100000897";"ZŠ - Bratislava, Lachova";"Lachova 1";"85103 Bratislava-Petržalka";"www.zslachova.sk";"Základná škola";"Slovenský";"458";"údaj nedostupný";"0";"29,6";"1,6";"5,7";"694 894 €";"678 825 €";"1 000 €";"údaj nedostupný";"48,123194";"17,118373";"štátna"
"100000899";"Materská škola - Bratislava, Lachova";"Lachova 31";"85103 Bratislava-Petržalka";"";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"111";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,124090";"17,118520";"štátna"
"100000900";"Školská jedáleň pri MŠ - Bratislava, Lachova";"Lachova 31";"85103 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,124090";"17,118520";"štátna"
"100000903";"Materská škola - Bratislava, Lietavská";"Lietavská 1";"85106 Bratislava-Petržalka";"www.mslietavska.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"169";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,099604";"17,105650";"štátna"
"100000904";"Školská jedáleň pri MŠ - Bratislava, Lietavská";"Lietavská 1";"85106 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,099604";"17,105650";"štátna"
"100000907";"Materská škola - Bratislava, Macharova";"Macharova 1";"85101 Bratislava-Petržalka";"www.msmacharova.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"114";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,128137";"17,107454";"štátna"
"100000908";"Školská jedáleň pri MŠ - Bratislava, Macharova";"Macharova 1";"85101 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,128137";"17,107454";"štátna"
"100000910";"ZŠ - Bratislava, Nobelovo nám.";"Nobelovo námestie 6";"85101 Bratislava-Petržalka";"https://zsnobel.edupage.org/";"Základná škola";"Slovenský";"280";"údaj nedostupný";"0";"17,7";"2,0";"5,6";"494 146 €";"479 690 €";"0 €";"údaj nedostupný";"48,129296";"17,100671";"štátna"
"100000911";"ŠKD pri ZŠ - Bratislava, Nobelovo nám.";"Nobelovo námestie 6";"85101 Bratislava-Petržalka";"www.zsnobelba.edu.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"4,9";"0,0";"8,4";"494 146 €";"479 690 €";"0 €";"údaj nedostupný";"48,129296";"17,100671";"štátna"
"100000912";"Školská jedáleň pri ZŠ - Bratislava, Nobelovo nám.";"Nobelovo námestie 6";"85101 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"4,9";"0,0";"8,4";"494 146 €";"479 690 €";"0 €";"údaj nedostupný";"48,129296";"17,100671";"štátna"
"100000913";"EP-CVČ - Bratislava, Nobnelovo nám.";"Nobnelovo nám. 6";"85101 Bratislava-Petržalka";"";"Centrum voľného času";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"4,3";"0,0";"4,7";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"48,129268";"17,100410";"štátna"
"100000914";"ŠKD pri ZŠ - Bratislava, Pankúchova";"Pankúchova 4";"85104 Bratislava-Petržalka";"www.zspankuchovaba.edu.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"11,7";"0,0";"9,1";"1 017 040 €";"983 068 €";"150 €";"údaj nedostupný";"48,123971";"17,125041";"štátna"
"100000915";"CVČ pri ZŠ - Bratislava, Pankúchova";"Pankúchova 4";"85104 Bratislava-Petržalka";"www.zspankuchovaba.edu.sk";"Centrum voľného času";"Nesleduje sa";"131";"údaj nedostupný";"údaj nedostupný";"11,7";"0,0";"9,1";"1 017 040 €";"983 068 €";"150 €";"údaj nedostupný";"48,123971";"17,125041";"štátna"
"100000917";"Školská jedáleň pri ZŠ - Bratislava, Pankúchova";"Pankúchova 4";"85104 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"11,7";"0,0";"9,1";"1 017 040 €";"983 068 €";"150 €";"údaj nedostupný";"48,123971";"17,125041";"štátna"
"100000919";"ZŠ - Bratislava, Pankúchova";"Pankúchova 4";"85104 Bratislava-Petržalka";"www.zspankuchova.stranka.info";"Základná škola";"Slovenský";"643";"údaj nedostupný";"0";"38,7";"1,9";"8,9";"1 017 040 €";"983 068 €";"150 €";"údaj nedostupný";"48,123971";"17,125041";"štátna"
"100000920";"Gym. - Bratislava, Pankúchova";"Pankúchova 6";"85104 Bratislava-Petržalka";"www.gympaba.sk";"Gymnázium";"Slovenský a Anglický bil.";"557";"údaj nedostupný";"údaj nedostupný";"37,2";"0,0";"15,4";"999 508 €";"971 252 €";"0 €";"2";"48,123624";"17,126227";"štátna"
"100000921";"Školská jedáleň pri Gym - Bratislava, Pankúchova";"Pankúchova 6";"85104 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri SŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"0,0";"0,0";"7,4";"999 508 €";"971 252 €";"0 €";"údaj nedostupný";"48,123624";"17,126227";"štátna"
"100000922";"Materská škola - Bratislava, Pifflova";"Pifflova 10";"85101 Bratislava-Petržalka";"www.mspifflova.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"163";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,126757";"17,108502";"štátna"
"100000923";"Školská jedáleň pri MŠ - Bratislava, Pifflova";"Pifflova 10";"85101 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,126757";"17,108502";"štátna"
"100000925";"Školská jedáleň pri ZŠ - Bratislava, Prokofievova";"Prokofievova 5";"85101 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"5,9";"0,0";"6,3";"579 909 €";"565 218 €";"500 €";"údaj nedostupný";"48,115874";"17,100993";"štátna"
"100000926";"ZŠ - Bratislava, Prokofievova";"Prokofievova 5";"85101 Bratislava-Petržalka";"www.zsprokofievova.sk";"Základná škola";"Slovenský";"296";"údaj nedostupný";"2";"22,9";"1,5";"6,8";"579 909 €";"565 218 €";"500 €";"údaj nedostupný";"48,115874";"17,100993";"štátna"
"100000927";"ŠKD pri ZŠ - Bratislava, Prokofievova";"Prokofievova 5";"85101 Bratislava-Petržalka";"www.zsprokofievova.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"5,9";"0,0";"6,3";"579 909 €";"565 218 €";"500 €";"údaj nedostupný";"48,115874";"17,100993";"štátna"
"100000928";"Materská škola - Bratislava, Röntgenova";"Röntgenova 16";"85101 Bratislava-Petržalka";"www.msrontgenova.webnode.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"161";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,127824";"17,102499";"štátna"
"100000929";"Školská jedáleň pri MŠ - Bratislava, Röntgenova";"Röntgenova 16";"85101 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,127824";"17,102499";"štátna"
"100000930";"Materská škola - Bratislava, Rovniankova";"Rovniankova 8";"85102 Bratislava-Petržalka";"www.msrovniankova.vlastnyweb.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"96";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,116666";"17,109683";"štátna"
"100000931";"Školská jedáleň pri MŠ - Bratislava, Rovniankova";"Rovniankova 8";"85102 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,116666";"17,109683";"štátna"
"100000932";"Školská jedáleň pri MŠ - Bratislava, Strečnianska";"Strečnianska 2";"85105 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,105524";"17,103360";"štátna"
"100000933";"Materská škola - Bratislava, Strečnianska";"Strečnianska 2";"85105 Bratislava-Petržalka";"www.msstrecnianska.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"161";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,105524";"17,103360";"štátna"
"100000934";"SOŠ podnikania - Bratislava, Strečnianska";"Strečnianska 20";"85105 Bratislava-Petržalka";"www.sospodnikania.edupage.org";"Stredná odborná škola";"Slovenský";"111";"údaj nedostupný";"údaj nedostupný";"10,3";"0,0";"8,1";"440 526 €";"375 735 €";"0 €";"2";"48,104670";"17,101293";"štátna"
"100000937";"SZŠ - Bratislava, Strečnianska";"Strečnianska 20";"85105 Bratislava-Petržalka";"www.szsba.sk";"Stredná zdravotnícka škola";"Slovenský";"198";"údaj nedostupný";"údaj nedostupný";"28,2";"0,0";"8,7";"747 575 €";"653 014 €";"0 €";"3";"48,104670";"17,101293";"štátna"
"100000939";"Materská škola - Bratislava, Ševčenkova";"Ševčenkova 35";"85101 Bratislava-Petržalka";"www.mssevcenkova.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"177";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,118805";"17,101307";"štátna"
"100000940";"Školská jedáleň pri MŠ - Bratislava, Ševčenkova";"Ševčenkova 35";"85101 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,118805";"17,101307";"štátna"
"100000941";"Materská škola - Bratislava, Šustekova";"Šustekova 33";"85104 Bratislava-Petržalka";"www.mssustekova.com";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"96";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,128220";"17,126733";"štátna"
"100000942";"Školská jedáleň pri MŠ - Bratislava, Šustekova";"Šustekova 33";"85104 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"245,0";"0,0";"159,7";"161 414 €";"0 €";"0 €";"údaj nedostupný";"48,128220";"17,126733";"štátna"
"100000943";"SŠ - OU - Bratislava, Švabinského";"Švabinského 7";"85101 Bratislava-Petržalka";"";"Odborné učilište";"Slovenský";"68";"údaj nedostupný";"údaj nedostupný";"18,2";"0,6";"7,3";"523 046 €";"516 627 €";"0 €";"údaj nedostupný";"48,114161";"17,100041";"štátna"
"100000944";"SŠ - ŠKD - Bratislava, Švabinského";"Švabinského 7";"85101 Bratislava-Petržalka";"";"Školský klub detí pri ŠpŠ";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"523 046 €";"516 627 €";"0 €";"údaj nedostupný";"48,114227";"17,100070";"štátna"
"100000947";"SŠ - PrŠ - Bratislava, Švabinského";"Švabinského 7";"85101 Bratislava-Petržalka";"";"Praktická škola";"Slovenský";"9";"údaj nedostupný";"údaj nedostupný";"18,2";"0,6";"7,3";"523 046 €";"516 627 €";"0 €";"1";"48,114227";"17,100070";"štátna"
"100000948";"Centrum PPP a prevencie - Bratislava, Švabinského";"Švabinského 7";"85101 Bratislava-Petržalka";"www.psychologickecentrum.sk";"Centrum ped-psych. por. a prev";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"0,0";"17,9";"3,2";"425 278 €";"425 278 €";"0 €";"údaj nedostupný";"48,118278";"17,116871";"štátna"
"100000949";"Základná umelecká škola - Bratislava, Topoľčianska";"Topoľčianska 15";"85105 Bratislava-Petržalka";"";"Základná umelecká škola";"Slovenský";"749";"údaj nedostupný";"údaj nedostupný";"35,6";"0,0";"6,5";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"48,108859";"17,110020";"štátna"
"100000952";"ŠKD pri ZŠ - Bratislava, Tupolevova";"Tupolevova 20";"85101 Bratislava-Petržalka";"www.zstupolevovaba.stranka.info";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"10,5";"0,0";"10,6";"967 403 €";"933 293 €";"0 €";"údaj nedostupný";"48,113242";"17,104224";"štátna"
"100000953";"ZŠ - Bratislava, Tupolevova";"Tupolevova 20";"85101 Bratislava-Petržalka";"www.zstupolevova.stranka.info";"Základná škola";"Slovenský";"594";"údaj nedostupný";"0";"39,2";"1,0";"7,5";"967 403 €";"933 293 €";"0 €";"údaj nedostupný";"48,113242";"17,104224";"štátna"
"100000954";"Školská jedáleň pri ZŠ - Bratislava, Tupolevova";"Tupolevova 20";"85101 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"10,5";"0,0";"10,6";"967 403 €";"933 293 €";"0 €";"údaj nedostupný";"48,113242";"17,104224";"štátna"
"100000955";"Školská jedáleň pri ZŠ - Bratislava, Turnianska";"Turnianska 10";"85107 Bratislava-Petržalka";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"13,9";"0,0";"12,8";"940 769 €";"912 470 €";"0 €";"údaj nedostupný";"48,096273";"17,114511";"štátna"
"100000956";"ZŠ - Bratislava, Turnianska";"Turnianska 10";"85107 Bratislava-Petržalka";"www.zstuba.edupage.org";"Základná škola";"Slovenský";"671";"údaj nedostupný";"0";"41,8";"2,1";"12,8";"940 769 €";"912 470 €";"0 €";"údaj nedostupný";"48,096273";"17,114511";"štátna"
